@Relation EEGDataTraining_74

@ATTRIBUTE AF3 NUMERIC
@ATTRIBUTE F7 NUMERIC
@ATTRIBUTE F3 NUMERIC
@ATTRIBUTE FC5 NUMERIC
@ATTRIBUTE T7 NUMERIC
@ATTRIBUTE P7 NUMERIC
@ATTRIBUTE O1 NUMERIC
@ATTRIBUTE O2 NUMERIC
@ATTRIBUTE P8 NUMERIC
@ATTRIBUTE T8 NUMERIC
@ATTRIBUTE FC6 NUMERIC
@ATTRIBUTE F4 NUMERIC
@ATTRIBUTE F8 NUMERIC
@ATTRIBUTE AF4 NUMERIC
@ATTRIBUTE Feature15 NUMERIC
@ATTRIBUTE Feature16 NUMERIC
@ATTRIBUTE Feature17 NUMERIC
@ATTRIBUTE Feature18 NUMERIC
@ATTRIBUTE Feature19 NUMERIC
@ATTRIBUTE Feature20 NUMERIC
@ATTRIBUTE Feature21 NUMERIC
@ATTRIBUTE Feature22 NUMERIC
@ATTRIBUTE Feature23 NUMERIC
@ATTRIBUTE Feature24 NUMERIC
@ATTRIBUTE Feature25 NUMERIC
@ATTRIBUTE Feature26 NUMERIC
@ATTRIBUTE Feature27 NUMERIC
@ATTRIBUTE Feature28 NUMERIC
@ATTRIBUTE Feature29 NUMERIC
@ATTRIBUTE Feature30 NUMERIC
@ATTRIBUTE Feature31 NUMERIC
@ATTRIBUTE Feature32 NUMERIC
@ATTRIBUTE Feature33 NUMERIC
@ATTRIBUTE Feature34 NUMERIC
@ATTRIBUTE Feature35 NUMERIC
@ATTRIBUTE Feature36 NUMERIC
@ATTRIBUTE Feature37 NUMERIC
@ATTRIBUTE Feature38 NUMERIC
@ATTRIBUTE Feature39 NUMERIC
@ATTRIBUTE Feature40 NUMERIC
@ATTRIBUTE Feature41 NUMERIC
@ATTRIBUTE Feature42 NUMERIC
@ATTRIBUTE Feature43 NUMERIC
@ATTRIBUTE Feature44 NUMERIC
@ATTRIBUTE Feature45 NUMERIC
@ATTRIBUTE Feature46 NUMERIC
@ATTRIBUTE Feature47 NUMERIC
@ATTRIBUTE Feature48 NUMERIC
@ATTRIBUTE Feature49 NUMERIC
@ATTRIBUTE Feature50 NUMERIC
@ATTRIBUTE Feature51 NUMERIC
@ATTRIBUTE Feature52 NUMERIC
@ATTRIBUTE Feature53 NUMERIC
@ATTRIBUTE Feature54 NUMERIC
@ATTRIBUTE Feature55 NUMERIC
@ATTRIBUTE Feature56 NUMERIC
@ATTRIBUTE Feature57 NUMERIC
@ATTRIBUTE Feature58 NUMERIC
@ATTRIBUTE Feature59 NUMERIC
@ATTRIBUTE Feature60 NUMERIC
@ATTRIBUTE Feature61 NUMERIC
@ATTRIBUTE Feature62 NUMERIC
@ATTRIBUTE Feature63 NUMERIC
@ATTRIBUTE Feature64 NUMERIC
@ATTRIBUTE Feature65 NUMERIC
@ATTRIBUTE Feature66 NUMERIC
@ATTRIBUTE Feature67 NUMERIC
@ATTRIBUTE Feature68 NUMERIC
@ATTRIBUTE Feature69 NUMERIC
@ATTRIBUTE Feature70 NUMERIC
@ATTRIBUTE Feature71 NUMERIC
@ATTRIBUTE Feature72 NUMERIC
@ATTRIBUTE Feature73 NUMERIC
@ATTRIBUTE Feature74 NUMERIC
@ATTRIBUTE eyeDetection {0,1}

@DATA
4323.59,4068.72,4287.18,4153.85,4347.69,4625.64,4087.18,4602.56,4193.33,4226.67,4195.9,4284.1,4577.95,4351.28,3978.38,4089.99,4198.01,4140.63,4074.97,4137.66,4056.7,4111.25,4074.9,3982.0,4089.36,4197.24,4015.81,4056.26,3968.3,4024.4,3955.57,4078.16,4177.53,4065.64,4087.36,4177.35,3992.35,4030.64,4007.94,4166.61,4122.0,4043.97,4036.96,4123.52,4195.86,4067.44,4126.18,3993.78,4159.19,4021.78,4156.77,3971.1,4191.46,4020.35,4146.15,3967.85,4114.86,4183.32,4148.49,3981.27,3972.94,4094.94,4081.04,4150.8,4138.67,4100.15,4048.07,4006.59,4010.0,4078.47,4003.18,4037.36,4151.04,3992.71,1
4316.41,4014.36,4256.92,4124.1,4327.18,4596.41,4052.31,4582.05,4172.82,4206.67,4188.21,4275.38,4594.87,4378.97,4122.91,3999.19,4122.1,4006.94,3967.04,4073.54,4185.99,4089.25,3995.06,3962.48,4190.02,4116.32,4037.26,4020.67,3963.96,4030.4,4167.43,4077.98,4124.76,4074.81,4128.69,4050.4,4096.56,4092.47,4160.21,3961.83,4186.31,4106.69,4183.77,4143.15,4060.4,3989.64,4029.48,4033.45,3953.8,4156.71,4180.09,4187.26,4161.24,4199.78,4162.03,3975.02,4192.84,4000.69,4096.75,4193.49,4002.68,4066.97,4174.23,3955.19,4159.16,4158.79,4178.13,3997.63,4084.33,3950.55,4030.36,4179.74,4142.18,3969.8,1
4268.21,3976.41,4247.69,4111.28,4328.21,4595.9,4039.49,4619.49,4208.72,4215.38,4191.79,4264.1,4574.87,4330.77,4036.22,4028.83,3966.14,4011.43,4112.24,3982.08,4155.49,3970.36,3996.65,3985.44,3997.28,4047.49,4079.52,4007.57,4166.95,4064.9,3962.71,4096.24,3980.71,4037.87,4014.02,4148.32,4082.41,4097.49,4157.95,4014.88,4096.65,3970.1,3992.63,4163.5,3953.06,4178.18,4125.09,4130.8,4031.76,4013.18,4087.2,4039.65,4063.43,4027.79,3957.45,3977.71,3986.73,4189.54,3963.38,4114.97,4045.72,4179.01,4028.51,3985.33,4108.58,4091.63,3995.86,4124.67,4085.79,4092.48,4014.98,4028.79,4009.07,3974.11,1
4284.62,3998.46,4253.33,4124.1,4321.03,4613.33,4043.08,4597.95,4188.72,4216.41,4186.15,4269.74,4601.03,4329.23,4038.55,4019.35,4051.28,4122.44,3959.01,3988.38,4072.19,4024.94,3961.68,3978.33,3967.07,4139.55,4138.57,4184.82,4185.96,4162.15,4147.94,4035.29,4158.84,4119.04,4038.48,4172.92,3957.64,4079.33,3992.3,4183.37,4183.62,4163.21,4064.63,4188.27,3986.35,3992.48,4080.08,4136.73,3989.89,4054.72,4101.04,4004.62,4096.8,3974.48,4131.49,4158.02,3996.32,4126.64,4104.33,3952.27,4068.54,4159.4,4035.32,4034.01,3951.39,4095.33,4125.85,3975.1,4051.95,4171.89,3963.42,4100.26,3979.67,4143.95,1
4307.18,4021.03,4264.62,4112.82,4343.59,4623.59,4106.67,4623.59,4220,4238.97,4212.82,4295.9,4624.62,4368.21,4091.31,4142.7,3961.8,4061.12,4111.84,4105.69,4058.99,4156.83,4143.45,4065.03,3998.5,3982.84,4095.35,4004.09,4078.47,4080.92,4006.74,4021.03,4064.38,4191.34,4112.72,4143.76,4186.71,4089.79,4192.81,4012.57,4086.9,4043.01,4141.07,4129.13,4191.5,4027.33,4053.13,4001.12,4037.26,3997.48,4169.81,4006.39,4192.72,4143.58,4143.15,4133.0,4134.35,4165.9,3952.33,4022.26,4087.54,4085.54,4097.24,4038.36,4112.2,4050.48,4068.51,3960.77,4034.75,4051.03,4098.39,4032.67,3974.48,4123.88,1
4311.28,4045.64,4268.72,4141.54,4341.03,4586.67,4086.15,4607.69,4198.97,4233.85,4180.51,4287.69,4605.64,4354.36,4004.03,3978.49,4081.94,4100.7,4106.86,4058.73,4066.8,4144.0,4166.63,3993.9,3988.15,4067.79,4185.91,4022.81,4152.09,4145.34,3968.71,4183.65,4096.12,4080.7,4004.43,4073.34,4031.4,4111.25,4028.44,3998.47,4024.49,4037.3,4141.02,4021.03,4013.2,4024.13,4130.0,4071.89,4164.66,4001.43,4133.18,4003.39,4068.56,4135.69,4061.26,4147.36,4062.65,4196.16,4144.45,4193.29,4121.98,4144.12,4199.61,4185.38,4041.89,4085.29,4162.67,4069.78,4076.17,3962.66,3997.79,4159.56,3997.58,4069.83,0
4302.56,4017.95,4247.69,4120.51,4345.64,4632.31,4074.36,4602.56,4197.95,4237.95,4195.38,4268.21,4593.33,4371.28,4056.09,4166.7,4085.58,4149.67,3952.92,3955.81,3991.5,4139.99,4199.09,4126.8,4115.3,4076.14,4168.79,3972.22,4125.97,4168.2,4092.46,4061.78,4185.99,4099.57,4046.16,4008.09,3956.08,4176.12,3962.01,4160.96,3980.32,4015.03,4012.11,4067.1,4173.0,4088.82,4092.88,3951.27,4049.57,4175.9,4148.38,4195.97,4065.87,4179.0,4033.23,4061.62,4040.35,3972.45,4177.49,3987.79,3969.24,3969.65,4053.08,3962.86,4147.34,4165.21,3988.08,4034.91,4096.81,4133.26,4144.56,4116.27,4114.65,3990.25,0
4328.21,4050.26,4280.51,4154.36,4349.23,4612.31,4067.69,4598.97,4193.85,4248.72,4217.95,4281.54,4629.23,4377.95,3964.23,3999.8,4089.63,4156.74,4014.35,3994.73,3967.91,3950.37,4029.48,4000.83,4114.97,4124.47,4023.8,4109.27,4180.85,4026.52,3981.53,4022.79,3990.01,3968.52,4174.81,4043.08,4094.45,4132.55,4013.16,3976.04,4056.54,4082.37,4152.89,4104.22,4171.52,3980.95,4124.77,4014.06,4020.21,4093.0,4186.87,4100.9,3970.23,4108.83,4049.94,4025.76,3999.73,4043.67,4141.26,4166.94,4063.17,4198.62,4049.64,3997.12,4051.89,3985.55,4020.51,3972.38,4147.3,4048.93,4046.63,4128.32,3993.02,4160.46,1
4337.95,3980,4265.64,4104.62,4336.41,4631.28,4112.82,4636.92,4224.1,4244.1,4243.08,4315.9,4656.41,4405.13,3975.6,4171.72,4184.12,4008.11,4184.6,4071.32,4068.15,4103.03,4173.34,4187.0,3967.95,3984.28,4131.49,4025.62,4117.56,4181.67,4052.62,4041.51,3980.73,3970.18,3995.63,4026.5,4135.48,3956.26,3963.48,4164.16,4139.46,4089.53,3965.17,4149.27,3970.63,4060.01,4010.46,4004.3,4139.08,3960.33,4145.29,4129.92,4171.55,4152.7,4190.17,3954.47,4111.57,4161.5,4173.42,3959.65,4085.65,4093.49,4099.62,4106.75,4184.5,4081.93,3957.69,4012.59,4138.11,4140.31,4125.83,4006.13,4072.58,4172.74,1
4288.21,3996.92,4249.74,4120,4328.72,4597.44,4077.95,4607.18,4191.79,4226.15,4204.1,4283.59,4606.15,4349.23,4187.89,4067.62,4185.21,4184.39,3977.24,3994.44,4008.23,4134.92,4168.92,4191.22,4197.56,4048.16,4065.41,4095.13,4151.37,3954.49,4127.89,3987.8,4151.25,4134.15,4008.03,4138.01,4173.28,4024.26,4079.72,4098.13,4199.41,3983.53,4175.39,4120.53,4146.87,4083.13,4100.33,4113.63,4115.84,4133.37,4088.16,4067.16,4170.59,4142.85,4075.32,4117.98,4156.5,4113.7,3978.27,3991.89,3999.97,3995.48,4024.05,4010.05,4147.04,4035.19,4044.46,4174.9,3996.97,4184.35,3953.72,3980.83,4026.46,3988.42,0
4298.46,4034.36,4265.13,4135.38,4327.69,4586.67,4088.21,4597.95,4195.38,4223.08,4162.56,4282.05,4592.82,4349.74,3978.95,4134.62,4063.11,3982.39,4065.17,4033.03,4042.16,4063.24,4169.22,3964.5,4193.41,4066.09,4019.11,3960.61,3961.66,4172.95,4084.83,4017.87,4023.86,3988.62,4139.3,3981.95,4013.05,4049.32,4037.61,4183.05,4097.09,3986.53,4059.91,4098.58,4177.09,4054.29,4115.68,4156.04,3985.85,4058.79,4115.01,4133.72,4176.69,4018.82,4162.68,4035.94,4050.9,4122.47,3964.79,4130.95,4191.52,3987.38,4151.74,4118.43,4138.76,4087.0,4092.29,4044.73,4018.15,4147.48,4027.14,4015.97,4159.43,4050.13,0
4312.31,4009.23,4268.21,4113.85,4339.49,4615.38,4056.41,4608.21,4194.87,4233.85,4212.82,4285.64,4607.18,4361.54,4188.02,4010.6,3997.66,4187.78,3979.95,4197.63,3950.34,4059.22,4145.74,4139.01,4072.67,3956.72,4119.75,3950.04,4065.15,3976.79,4071.08,3978.81,3952.18,3964.51,4050.26,4058.2,3967.37,4052.37,4022.51,3983.41,4129.16,3967.23,4173.58,3969.94,4076.3,4148.04,4199.92,4162.2,4037.29,4129.78,4059.85,4157.43,4109.03,4014.46,4017.22,4181.57,4136.54,4031.43,4011.99,4197.31,4108.99,4077.98,4103.6,3996.36,4194.29,4145.29,4102.71,3993.75,3984.75,4014.52,4008.19,4188.82,4190.5,4166.23,1
4315.9,4022.05,4264.1,4109.23,4351.79,4633.33,4084.62,4628.72,4226.67,4263.59,4229.74,4295.9,4629.74,4377.95,3968.1,4061.25,4025.56,4176.93,4070.59,4185.99,4044.73,3983.34,4151.85,4151.64,4158.01,4027.78,3986.4,3962.96,3978.5,3968.85,4108.19,4130.75,4117.57,4048.89,4112.1,4140.28,4150.37,4027.19,3966.0,4156.85,3954.98,3999.19,4120.34,4150.17,4025.83,4071.43,4057.5,3959.01,4139.31,4144.52,4073.96,4090.49,4087.59,4004.02,4168.06,4162.32,4056.49,4073.95,4188.46,3981.32,3962.74,3974.85,4097.92,4073.82,4124.65,4076.11,4174.22,3993.34,4113.72,3956.05,4134.49,3972.22,4056.81,4096.07,0
4281.54,4032.31,4249.23,4123.08,4351.79,4633.85,4090.77,4611.79,4207.69,4229.74,4191.79,4269.23,4577.44,4333.33,4103.52,4039.02,4002.28,4113.55,4045.28,4031.0,4086.73,4148.33,3989.91,4115.39,4037.59,4034.33,4017.93,4013.14,4049.6,4127.21,4029.6,4143.87,4163.04,3981.76,4186.6,4152.32,4139.26,4143.32,4158.71,3992.82,4127.57,4112.38,4106.46,3984.7,4021.58,4085.04,3990.49,4167.5,4139.84,4118.43,3968.57,3953.03,4048.18,4076.5,4044.78,4091.98,3953.36,4119.6,4199.62,4156.44,4085.68,4060.4,4069.58,4017.38,4132.02,4103.93,4036.94,4036.02,3979.89,4104.28,4188.28,3955.49,3954.55,4014.11,0
4270.26,3949.74,4216.41,4083.59,4334.36,4601.54,4067.18,4594.87,4175.38,4217.95,4170.77,4247.18,4567.18,4317.44,4063.89,4198.24,4105.85,4138.68,4149.39,4048.18,4118.5,4169.56,4114.54,4130.88,4090.59,4144.38,4059.73,4185.11,4016.62,4033.91,4076.03,3971.54,4184.32,4182.15,4116.09,3959.06,4068.02,4002.26,4046.07,3970.87,4005.96,4107.19,4184.65,4034.42,4039.54,4063.58,4038.99,4109.1,4069.9,4096.83,4042.43,4039.94,4095.67,4163.98,4146.58,4052.54,4085.84,4044.77,4115.25,4118.69,4070.05,4150.37,3953.75,4153.19,3955.58,4014.56,3998.64,4039.41,4000.74,4108.49,3974.09,3974.32,4117.63,4188.37,1
4296.92,4008.72,4261.54,4105.13,4335.9,4604.62,4037.95,4600,4190.77,4222.56,4202.56,4263.59,4610.26,4346.67,4060.99,4060.43,4051.1,4182.44,3952.51,4078.08,4042.68,3988.45,3977.95,4002.58,4008.66,4033.49,3985.2,4133.66,4174.55,3986.23,4122.98,4119.59,4037.6,4187.26,3985.57,4139.6,4061.5,4167.17,4043.37,4053.21,4111.07,3977.8,4100.16,3953.06,4076.12,4123.89,4188.19,3956.36,3990.48,4183.55,4129.6,4063.86,4045.16,4169.87,4041.51,4028.69,4113.36,4092.84,4122.42,4120.34,4173.17,4058.89,4033.73,3950.73,4095.56,3997.22,3953.18,4077.71,4050.74,4106.58,4163.73,4158.65,4052.98,4003.24,1
4412.82,4042.05,4275.9,4147.18,4317.95,4593.33,4066.15,4589.74,4187.69,4237.44,4196.41,4304.1,4697.95,4482.05,4049.13,4152.34,4023.79,4024.63,3969.93,3979.42,4003.38,4024.83,4028.93,4046.0,4110.56,4027.46,4123.1,3961.77,4003.6,4033.98,4197.6,4169.22,4158.26,4180.02,4161.76,4131.86,4029.32,4087.97,4042.06,4010.24,4135.95,4151.67,4021.4,3966.7,4015.78,4063.28,4064.37,3973.51,4157.96,4166.16,4056.27,4079.38,4131.86,3970.89,4150.86,4175.99,4178.38,3973.05,4093.54,4157.53,4089.23,3993.18,4143.52,4009.76,4198.25,4150.95,4141.66,4186.83,4194.88,4171.97,4004.13,4190.83,4012.17,4088.64,0
4359.49,4006.67,4278.46,4115.38,4337.95,4630.77,4106.15,4632.82,4224.1,4238.46,4242.05,4317.44,4649.23,4420.51,4027.77,4161.14,4065.43,4191.94,3950.36,4045.7,4044.05,4005.05,4116.77,3961.45,3959.28,4061.84,4093.24,4139.22,4103.64,4144.59,3999.76,4027.48,4105.29,4183.57,4172.69,3966.96,4165.63,4089.08,4052.98,3999.88,4177.76,3996.4,4086.37,4106.96,4142.6,4118.19,3987.71,4098.98,3994.85,3970.97,4118.9,4039.64,4077.61,4129.33,4188.08,3971.27,4053.79,3971.17,3974.03,4133.24,3973.27,4071.82,3955.96,4083.27,3975.75,4171.97,4094.29,4036.9,4129.99,4135.69,4102.07,4179.1,4105.84,4137.45,1
4288.21,4005.64,4260.51,4112.31,4331.28,4606.15,4054.36,4602.56,4182.56,4219.49,4195.38,4267.18,4589.23,4345.64,4090.1,4013.32,4172.86,4063.47,4067.26,4042.09,4037.86,4165.42,4114.72,4161.84,3969.72,3997.72,4018.62,4126.86,4083.89,4118.69,4035.16,4072.39,4168.31,4172.84,4194.88,4130.03,4016.66,4041.46,3970.3,4104.77,4129.52,4065.36,4146.21,4001.6,4136.38,4147.37,3951.53,4086.91,4122.26,4183.24,3990.31,4106.8,4084.7,4085.42,4015.65,4146.62,4128.97,4174.98,4139.2,4102.46,4014.26,4063.72,4040.06,4105.67,4082.33,4048.52,3958.07,3958.64,4011.57,4115.02,4163.62,4117.08,4166.1,4049.27,1
4303.08,4013.85,4256.41,4132.82,4334.87,4603.59,4056.41,4597.95,4194.36,4211.79,4177.44,4270.26,4581.54,4354.36,4125.45,4078.5,4163.02,4134.09,4086.32,4151.19,4156.92,4093.64,4040.53,3992.67,3980.91,4093.21,3976.61,4067.08,4117.54,4050.4,4182.57,3983.81,4168.66,3951.62,4029.03,4073.42,4171.53,4074.76,4072.84,4064.86,4085.51,4185.51,3970.34,3985.25,4133.32,4080.73,4156.79,3959.76,4042.6,4160.67,4112.63,3999.04,4182.11,4119.88,4083.58,4121.9,4177.22,4169.66,4174.67,4066.1,3965.64,4160.57,4001.32,4154.83,4060.68,3960.75,3950.6,3980.89,4174.69,4082.51,4032.26,4082.96,4131.75,4114.03,1
4310.77,4003.08,4272.82,4132.82,4354.36,4626.15,4084.62,4636.92,4228.21,4274.36,4228.21,4288.72,4643.08,4381.03,3983.44,4023.81,4088.3,4186.57,4175.76,4036.56,4137.33,3966.79,3997.93,4137.25,4042.56,4140.95,4079.05,3958.28,4101.15,3977.91,4000.5,4195.93,4154.21,4134.37,4126.4,4169.27,4176.74,4121.9,4115.04,4151.65,4122.48,4112.11,4073.26,4141.23,4117.47,3956.63,4017.09,4168.07,4112.74,4064.82,4131.64,4115.32,4012.11,4011.98,4023.14,4118.29,4081.54,4106.71,4174.85,4014.65,4039.6,4114.42,4162.02,4037.42,3982.33,4155.53,4141.91,3992.69,4149.6,4108.73,4039.36,4102.9,4165.36,4099.1,1
4271.79,3976.41,4252.82,4112.82,4329.23,4594.36,4034.87,4613.33,4197.95,4210.77,4194.87,4268.21,4577.44,4331.79,3969.83,4002.81,4103.67,3965.94,4070.93,4059.66,3982.37,4150.72,4074.73,4033.43,4149.2,4033.47,4004.24,4023.26,4118.98,4184.4,3959.5,4078.45,4186.52,3995.19,3957.07,4055.3,4152.86,4011.48,4113.3,4143.9,4062.82,4036.89,4066.94,4014.01,4095.89,4002.85,4129.44,4110.16,3980.51,4021.94,4160.79,4024.06,4081.79,3962.88,3962.74,4157.44,4007.45,4032.73,4174.91,4112.13,4044.77,4110.56,4000.99,3992.71,4036.08,3969.6,4099.57,3966.57,4040.4,4195.09,4136.79,4067.34,4179.28,4148.25,1
4297.95,3975.38,4259.49,4122.56,4333.85,4616.41,4083.59,4604.1,4203.08,4229.74,4203.08,4283.08,4605.13,4354.87,4127.41,4075.88,4056.97,4156.18,3972.52,3963.46,4054.64,3987.63,4170.93,4114.94,4078.08,4003.09,4105.56,4082.57,4013.16,4082.79,3960.43,4067.64,3957.59,3969.02,4049.58,4071.76,3973.5,4148.2,4048.93,4198.12,4068.3,4066.48,4068.86,4146.58,4118.43,4084.69,4016.41,4135.94,4147.31,4035.61,4003.05,4047.82,4081.98,4051.47,4089.78,4098.98,4066.07,4107.08,3957.11,4156.25,4134.27,3961.25,4049.86,4120.13,4192.15,4117.34,4102.58,4145.37,3964.27,4102.34,4190.88,4046.47,4168.66,4070.64,0
4317.95,3995.9,4283.08,4108.21,4330.26,4608.72,4076.41,4630.77,4222.05,4240,4205.13,4285.13,4593.33,4371.28,3962.61,4097.76,4010.9,4066.99,4024.61,4000.19,3994.89,4149.67,3985.59,4116.15,4124.78,4073.19,4198.35,4011.4,4138.03,3950.92,4193.13,4108.1,4098.0,4178.41,4097.3,4098.1,4100.62,4163.21,4192.07,4037.81,4144.96,4135.16,4037.05,4152.66,4139.11,4057.6,4125.71,3993.27,3984.12,4139.65,4021.79,4199.3,3957.44,4113.44,4025.53,4132.07,4126.85,4067.07,4029.36,4111.56,4035.15,4019.2,4058.43,3978.3,4015.94,4093.33,4140.72,4069.58,4123.62,4091.72,3981.31,4073.61,3954.01,4006.3,1
4253.33,4026.67,4251.79,4136.41,4346.67,4614.36,4050.26,4594.36,4174.36,4184.62,4140.51,4255.38,4499.49,4296.41,4133.13,4041.08,3997.83,3969.59,3971.81,3977.51,3956.45,4036.49,4041.61,4052.88,4173.27,4159.67,4145.82,3955.65,4099.2,4192.25,4148.03,4090.58,4084.44,4021.07,4095.88,4194.04,4090.38,4098.28,4116.17,4168.97,4021.41,4190.59,4156.1,4132.02,4039.75,4111.55,4084.14,4184.51,4146.56,4119.76,4005.07,3980.2,4012.74,3961.59,4128.27,4114.75,4127.42,4185.16,3951.59,3989.79,4124.66,4148.9,4003.55,4185.4,4160.0,4001.35,4038.67,4120.63,4137.86,3957.72,3990.59,4187.93,4145.08,4077.68,0
4309.74,4008.21,4281.03,4141.03,4334.36,4602.05,4084.62,4618.97,4212.82,4242.05,4213.33,4289.74,4625.64,4363.59,4195.04,4099.62,4130.09,4148.55,3992.68,3954.69,4013.59,3976.57,4040.42,4167.5,4122.75,3952.92,4191.51,4061.56,3984.58,3986.25,4034.76,4048.58,3961.13,4060.43,4083.59,4114.44,4153.52,4198.11,4084.71,4047.37,4090.3,4018.33,4065.62,3977.67,4086.81,4000.74,4166.85,4160.67,4018.65,4169.37,4076.39,4123.71,4143.7,4048.63,4168.23,4116.65,4192.6,3977.32,4046.26,4000.79,4073.34,4149.41,4166.46,3980.0,4035.07,4020.92,4104.28,4031.77,4086.2,4012.5,4084.59,4038.05,4008.83,4080.25,0
4287.18,3970.77,4254.36,4111.79,4348.72,4618.46,4082.05,4614.87,4198.97,4237.44,4195.9,4269.74,4598.46,4348.21,3950.5,4088.91,3996.03,4152.01,4173.51,4069.64,4000.6,4119.82,4082.14,4032.0,4062.87,3971.87,4070.58,3964.53,4120.04,4023.65,4115.36,3989.74,4063.19,4189.02,4134.07,4116.8,4092.73,4015.2,3989.4,4056.36,4185.83,4035.61,4124.2,4039.09,3954.88,4195.86,4179.04,4163.96,4155.25,4181.04,4042.92,4028.37,4170.2,4191.11,4108.77,3983.97,3991.24,4161.51,4126.84,3957.07,4081.34,4076.08,4168.01,4165.72,3990.59,4093.63,4049.37,4076.09,4058.72,4047.32,3988.75,4064.82,4053.78,4037.98,1
4487.69,4153.33,4298.97,4178.97,4348.72,4599.49,4069.74,4591.28,4185.13,4234.87,4268.72,4337.95,4728.21,4521.54,4066.79,4144.81,4146.84,4118.0,4192.25,3973.11,4128.23,4114.78,4028.22,4044.5,4198.11,4011.28,4167.35,3993.09,4138.36,4108.12,4126.22,4021.63,4070.54,4117.33,4151.84,4151.74,4169.16,4183.87,4158.34,3999.86,3962.32,4005.5,4038.05,4071.23,3958.79,3972.83,3961.59,4173.04,4055.63,4094.53,4104.55,4141.45,4149.87,4124.3,4061.11,4157.44,4181.79,4021.97,3950.98,4194.82,3988.38,4127.08,4127.81,4195.37,4014.94,3976.0,4024.59,4148.54,4000.93,4095.26,3966.19,4148.76,3976.19,3959.72,0
4292.82,3998.97,4235.9,4104.1,4334.36,4620.51,4080.51,4602.05,4192.31,4228.72,4190.77,4273.33,4590.26,4364.1,4016.14,4055.57,4146.31,4062.48,4127.1,4165.34,4168.7,4030.16,4077.31,4013.39,4056.48,4072.02,4126.6,4111.56,4023.71,4025.68,4193.87,4184.12,4022.68,4015.66,3955.33,3998.83,4131.2,4188.78,4054.59,4130.23,3965.82,4164.88,4176.53,3994.91,4030.18,3951.48,4016.99,4011.64,4121.67,4127.75,4035.45,4188.69,3971.81,4052.51,4172.87,4041.55,4043.3,4180.36,4118.0,4092.65,4027.64,4175.81,4164.64,4030.93,4185.7,4185.21,4079.87,4022.98,3950.63,4078.31,4150.77,4144.05,4093.6,4118.58,0
4297.44,4018.97,4278.46,4143.08,4345.13,4622.56,4087.69,4606.67,4209.74,4246.67,4204.62,4283.08,4602.56,4351.28,4102.68,4045.82,4150.69,4088.81,4087.21,4089.18,3973.82,4075.27,4117.89,4037.52,4073.47,4117.75,4192.09,4194.47,4196.22,3969.22,3991.67,4033.5,4008.7,4190.61,4111.96,3951.67,4046.49,4123.13,3987.98,4088.45,3994.8,4194.62,4104.08,4166.67,4099.59,4000.56,4067.45,4036.35,4146.77,4005.6,4107.32,3982.72,4034.04,4016.95,3991.09,4099.77,4095.35,4028.0,3973.81,4142.57,4194.27,4198.28,3971.71,3990.41,4118.15,3972.98,4143.09,4061.71,4076.14,4095.91,4000.22,4181.21,4120.55,3957.39,1
4283.59,4007.18,4253.85,4102.05,4336.41,4607.69,4053.33,4593.33,4184.62,4225.64,4199.49,4273.33,4624.62,4340,3950.41,4173.98,4159.87,4041.64,4073.31,4129.13,3970.94,4112.5,4121.99,4008.57,4025.07,4027.72,4097.71,4017.84,4047.48,4188.11,4166.47,4132.51,4077.6,4113.52,4064.98,4191.32,3960.03,4059.41,4182.33,4005.66,3979.97,3988.77,4040.88,3973.62,4085.06,4072.29,4191.18,4033.14,3995.16,4180.19,4003.1,4130.37,4053.83,3966.59,4058.4,3969.32,4004.81,4052.6,4180.82,4143.74,4003.26,3971.08,4023.38,4055.11,3976.11,4005.99,4174.83,4055.32,3983.75,4047.57,4191.62,4052.85,4177.66,4185.83,1
4320,4038.46,4271.79,4122.05,4345.13,4621.03,4104.1,4613.85,4208.72,4240.51,4225.13,4292.82,4627.69,4373.33,4042.31,3997.96,3951.63,4000.71,4173.09,3955.05,4196.2,4077.43,4012.49,4001.18,4181.61,3993.07,3996.55,4102.99,4063.4,4156.97,4042.79,4068.37,3979.92,3991.33,4157.67,4156.45,4045.11,4000.09,4103.34,4127.36,3957.17,4035.28,4068.16,4003.22,4141.46,4130.77,4003.27,4114.8,3975.86,4144.44,4110.6,4097.21,4076.58,4074.28,4027.96,3994.61,4029.21,4188.72,4000.56,4187.95,4086.7,4047.86,4129.9,4117.17,4170.2,4008.06,4094.4,3970.68,4045.15,3953.69,4155.36,4049.88,3951.58,4054.23,1
4276.92,3987.69,4246.67,4104.62,4321.03,4599.49,4053.33,4615.38,4201.54,4223.59,4212.31,4277.44,4598.97,4347.69,4084.53,4066.88,4017.76,4047.23,4073.69,4106.45,4120.44,4191.12,4050.25,4168.63,4184.99,4013.27,4188.61,4008.37,4132.42,4001.39,4052.65,4138.62,4140.34,4018.19,4075.48,4047.47,4052.11,4057.18,4130.12,3974.62,4017.17,4176.05,4051.55,4183.12,3981.78,4107.8,4076.9,4056.93,3992.63,4179.47,3978.43,4140.58,4166.74,4022.56,4165.06,4171.43,4081.67,4125.0,4094.16,4012.76,4122.92,4030.48,4179.02,3957.68,4010.48,3955.87,4039.29,3980.04,4007.71,4057.97,3958.18,4010.51,4098.14,4091.22,1
